ПІБ кандидата,Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Тарута Сергій Олексійович,Основа,223,1220,2019-02-18,149,"ТОВ ""Агенство СОВА""",м. Черкаси,40915691,"Друк у газеті ""7 днів Черкаси""",6539,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-18,128,"ДП""Галицький Кореспондент ""Медіа Альянс""",м. Івано-Франківськ,35276475,Друк у газеті,7500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-18,127,"КП ""РГ ""Сумщина""",м. Суми,02475078,Друк у газеті,8012,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-18,131,"КП ""Редакція газети ""Вишгород""","Київська обл., Вишгородський р-н, м. Вишгород, пл. Шевченка, буд. 1 кімн. 62",23567991,Друк у газеті,"8716,01",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-18,137,"ТОВ РВФ ""Тиждень-Прес""",м. Ужгород,22082300,Друк у газеті,10800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-18,147,"ТОВ МПК Об’єднання ""ТАТА""",м. Запоріжжя,39279401,"Друк у газеті ""ВЕРЖЕ""",12500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1120,2019-02-18,146,ФОП Батьковський О.А.,м. Київ,,Виготовлення відеоролику,15000,ФОП,виготовлення відеозаписів
Тарута Сергій Олексійович,Основа,223,1340,2019-02-18,145,"ТОВ ""ЮКА""",м. Київ,32911203,Оренда для зустрічі з виборцями,25000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Тарута Сергій Олексійович,Основа,223,1400,2019-02-18,150,ФОП Менжинський В.Б.,м. Київ,,Розповсюдження листівок,25560,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Тарута Сергій Олексійович,Основа,223,1211,2019-02-18,142,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телебаченні,50472,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-18,141,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телебаченні,83072,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1400,2019-02-18,126,"ТОВ ""ТД ""РЕ:АГЕНТ""ММГ""",м. Київ,39557839,Розповсюдження листівок,120000,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Тарута Сергій Олексійович,Основа,223,1211,2019-02-18,125,"ТОВ МКТ ""ІСТV""",м. Київ,14323764,ефірний час на телебаченні,669000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-18,144,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телебаченні,1449196,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-18,132,"ТОВ МКТ ""ІСТV""",м. Київ,14323764,ефірний час на телебаченні,1684608,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,157,"ТОВ ""Рекламно-інформаційне агенство ""Вісник Купʼянщини""","Харківська обл., м. Куп'янськ, вул. 1 травня, буд. 6, кімн. 418",02476646,"Друк у газеті ""Вісник плюс""",1728,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,160,"ПП РГ ""Сільські новини""","Луганська обл., м. Сєвєродонецьк",02476818,"Друк у газеті ""СельскаяНовь","2419,52",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,172,"ТОВ РГ ""Новини дня""",м. Камʼянка-Дніпровська,36418659,Друк у газеті,2750,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,161,"ПП РГ ""Новий путь""",м. Лисичанськ,02476793,Друк у газеті,3000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,173,"ВВ ВД ""Приватна газета""",м. Полтава,31435638,Друк у газеті,3360,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,164,"ТОВ ""МЦ ""Чернігівські відомості""",м. Чернігів,14232122,Друк у газеті,3494,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,165,"ПП ""Зоря Полтавщини""",м. Полтава,02474794,Друк у газеті,"3803,9",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,158,"ПП ""Рекламно-комерційне агентство ""Україна""","Кіровоградська обл., м. Олександрія, вул. 6-го Грудня, буд. 74",20640730,"Друк у газеті ""Олександрійський тиждень""",6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,168,"ТОВ ""ТРВ Компанія ""Новий день""",м. Кропивницький,13747864,"Друк у газеті ""Сільське життя плюс""",6600,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,159,"Сумська громадсько-ділова газета ""Ваш шанс""","м. Суми, вул. Кооперативна, буд. 19",21120470,Друк у газеті,6882,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,152,"РГ ""Галичина""",м. Івано-Франківськ,13644704,Друк у газеті,7800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,163,"ТОВ ""Вісті Придніпров’я""",м. Дніпро,36442168,Друк у газеті,8100,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,166,"ТОВ ""МГ-Медіа""","Луганська обл., м. Сєвєродонецьк",39619343,Друк у газеті,9000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1120,2019-02-19,171,ФОП Батьковський О.А.,м. Київ,,Виготовлення відеоролику,10000,юридична особа,виготовлення відеозаписів
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,169,"ТОВ ""ТРВ Компанія ""Новий день""",м. Кропивницький,13747864,"Друк у газеті ""21 канал""",11400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,162,"ТОВ ""Газета ""Наше місто""",м. Дніпро,19087191,Друк у газеті,11880,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-19,167,"ТОВ РГ ""ДІАЛОГ""",м. Кропивницький,20652667,Друк у газеті,12852,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1211,2019-02-19,153,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телебаченні,297000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-19,154,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телебаченні,490000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-19,170,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телебаченні,700000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1140,2019-02-20,184,"ТОВ ""Телекомпанія ""ОРБІТА""",м. Покровськ,22025804,Виготовлення статті для сайту,480,юридична особа,виготовлення інших матеріалів передвиборної агітації
Тарута Сергій Олексійович,Основа,223,1400,2019-02-20,181,"ТОВ ""Телекомпанія ""ОРБІТА""",м. Покровськ,22025804,Розміщення відеозапису на сайті,1365,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Тарута Сергій Олексійович,Основа,223,1220,2019-02-20,186,"ТОВ РГ ""Жашківщина""","Черкаська обл., м. Жашків",02475925,Друк у газеті,2534,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-20,188,"ПП ""Редакція газети ""Придунайські Вісті""","Одеська обл., м. Ізмаїл",02474392,Друк у газеті,3350,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1340,2019-02-20,179,"ПТ""Шахтоуправління ""Покровське""",м. Покровськ,13498562,Оренда для зустрічі з виборцями,3750,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Тарута Сергій Олексійович,Основа,223,1220,2019-02-20,190,"ТОВ ""Торговий Дім Петро і Павел""",м. Суми,21111962,"Друк у газеті ""ДС-еспрес""",4770,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1211,2019-02-20,182,"ТРК ""БАХМУТ""","Донецька обл., м. Бахмут",22034442,ефірний час на телебаченні,4800,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-20,183,"ТОВ ""Телекомпанія ""ОРБІТА""",м. Покровськ,22025804,ефірний час на телебаченні,"5914,8",юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1220,2019-02-20,177,"ТОВ ""Перша міськдрукарня""",м. Павлоград,33459577,"Друк у газеті ""ТН-еспрес""",6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1340,2019-02-20,185,Управління з гуманітарних питань,м. Краматорськ,404767973,Оренда для зустрічі з виборцями,6000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Тарута Сергій Олексійович,Основа,223,1220,2019-02-20,191,"ТОВ РГ""Вечерняя Одесса",м. Одеса,13912323,Друк у газеті,6400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-20,175,"ТОВ ""О.С.МЕДІА""",м. Камʼянське,38028677,"Друк у газеті ""Наш репортер""",7020,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1211,2019-02-20,195,"ТОВ ""ТРК ЗАКАЗ""",м. Київ,22034318,ефірний час на телебаченні,7200,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1220,2019-02-20,198,"ПАТ РГ ""Приазовський робочий",м. Маріуполь,02472200,Друк у газеті,7366,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-20,176,"ТОВ ""Подія Сьогодні""",м. Камʼянське,40138047,"Друк у газеті ""Событие сегодня""",12690,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-20,189,"ТОВ ""ТРК ""Регіон""",м. Дніпро,32760971,Друк у газеті,17360,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1211,2019-02-20,193,"ТОВ ""ТРК ""Сигма""",м. Маріуполь,13482897,ефірний час на телебаченні,28480,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1110,2019-02-20,199,"ПАТ РГ ""Приазовський робочий",м. Маріуполь,02472200,Виготовлення виборчих литівок,36000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Тарута Сергій Олексійович,Основа,223,1120,2019-02-20,180,"ТОВ ""Телекомпанія ""ОРБІТА""",м. Покровськ,22025804,Виготовлення відеозапису,36300,юридична особа,виготовлення відеозаписів
Тарута Сергій Олексійович,Основа,223,1211,2019-02-20,194,"ТОВ ""ТРК САТ-плюс""",м. Слов’янськ,31477505,ефірний час на телебаченні,46560,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-20,197,"ТОВ НТРК ""ІРТА""","Луганська обл., м. Сєвєродонецьк",31530558,ефірний час на телебаченні,55500,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-20,178,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телеканалі Донбас,"195708,24",юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1400,2019-02-20,192,ФОП Кривошея О.П.,м. Київ,,Розміщення рекламних матеріалів в мережіІнтернет,350000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Тарута Сергій Олексійович,Основа,223,1211,2019-02-20,196,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телеканалі,2000000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1220,2019-02-21,203,"Підприємство ""Центр трудової реабілітації інвалідів ""Друкарський дім""","Донецька обл., м. Краматорськ, вул. Орджонікідзе, буд. 1Б",36081990,"Друк у газеті ""Славянские новости""","2620,8",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-21,202,"ПП ""Медіа-центр ""Діє Слово""",м. Ірпінь,22201704,"Друк у газеті ""Ірпінський Вісник""",4264,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-21,200,"КП ""РГ ""Буковина""",м. Чернівці,02476296,Друк у газеті,6300,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1400,2019-02-21,207,ФОП Кривошея О.П.,м. Київ,,Розміщення рекламних матеріалів в мережіІнтернет,350000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Тарута Сергій Олексійович,Основа,223,1350,2019-02-21,206,"ТОВ ""КІТ МЕДІА""",м. Київ,41497858,Зовнішня реклама,1151924,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Тарута Сергій Олексійович,Основа,223,1211,2019-02-21,205,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телеканалі,1500000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1212,2019-02-22,210,"ТОВ ТРК ""МіКомп""",м. Ужгород,25005406,ефірний час на радіо,50000,юридична особа,оплата ефірного часу на радіо
Тарута Сергій Олексійович,Основа,223,1211,2019-02-22,212,"ТОВ ""Телеканал СТБ""",м. Київ,20044726,ефірний час на телебаченні,276840,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-22,211,"ТОВ ""Новий канал""",м. Київ,23530545,ефірний час на телебаченні,430920,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-22,213,"ТОВ МКТ ""ІСТV""",м. Київ,14323764,ефірний час на телебаченні,448088,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-22,209,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телеканалі,3500000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-25,235,"ПП ТРК ""Зміїв ТБ""","Харківська обл., м. Зміїв",23004897,ефірний час на телеканалі,2160,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1120,2019-02-25,234,"ПП ТРК ""Зміїв ТБ""","Харківська обл., м. Зміїв",23004897,Виготовлення відеозапису,3840,юридична особа,виготовлення відеозаписів
Тарута Сергій Олексійович,Основа,223,1340,2019-02-25,236,Відділ культури Первомайської міськради,"Харківська обл., м. Первомайськ",22683821,Оренда для зустрічі з виборцями,"5081,9",юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Тарута Сергій Олексійович,Основа,223,1211,2019-02-25,218,"ТОВ ""ТРК ""Надія""","Харківська обл., м. Первомайськ",30894951,ефірний час на телеканалі,5400,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1120,2019-02-25,219,"ТОВ ""ТРК ""Надія""","Харківська обл., м. Первомайськ",30894951,Виготовлення відеозапису,5400,юридична особа,виготовлення відеозаписів
Тарута Сергій Олексійович,Основа,223,1140,2019-02-25,228,"ТОВ ""ФЕНІКС""",м. Маріуполь,13516596,Виготовлення інших матеріалів (Банер Тарута),6600,юридична особа,виготовлення інших матеріалів передвиборної агітації
Тарута Сергій Олексійович,Основа,223,1211,2019-02-25,217,"ПРАТ ""РТМК ""Тоніс-Центр""",м. Харків,14059592,ефірний час на телеканалі,14400,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1340,2019-02-25,221,"ТОВ ""Юніт Харків""",м. Харків,42710642,Оренда для зустрічі з виборцями,14600,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Тарута Сергій Олексійович,Основа,223,1211,2019-02-25,232,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телеканалі ІндигоТV,133488,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-25,231,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телеканалі НЛО ТV,227808,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1400,2019-02-25,222,ФОП Кривошея О.П.,м. Київ,,Розміщення рекламних матеріалів в мережіІнтернет,350000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Тарута Сергій Олексійович,Основа,223,1211,2019-02-25,229,"ТОВ МКТ ""ІСТV""",м. Київ,14323764,ефірний час на телебаченні,500000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1350,2019-02-25,216,"ТОВ ""КІТ МЕДІА""",м. Київ,41497858,Зовнішня реклама,1000000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Тарута Сергій Олексійович,Основа,223,1211,2019-02-25,215,"ТОВ ""Телеканал СТБ""",м. Київ,20044726,ефірний час на телебаченні,1200000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-25,233,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телеканалі,"2289863,2",юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1220,2019-02-26,244,"ПП ІА""Центр Медіа""",м. Одеса,33658561,"Друк у газеті "" На пенсії""",3900,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-26,243,"ПП ІА""Центр Медіа""",м. Одеса,33658561,"Друк у газеті ""Одесскаяжизн",4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-26,246,"Васильківська МГП газета ""Життя і слово""",м. Васильків,02473352,Друк у газеті,5250,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-26,245,"ТОВ ""Перша міськдрукарня""",м. Павлоград,33459577,"Друк у газеті ""ТН-еспрес""",6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-26,247,"ТОВ РГ ""Зоря""",м. Дніпро,35497923,Друк у газеті,9930,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1400,2019-02-26,238,ФОП Кривошея О.П.,м. Київ,,Розміщення рекламних матеріалів в мережі Інтернет,350000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Тарута Сергій Олексійович,Основа,223,1211,2019-02-26,240,"ТОВ МКТ ""ІСТV""",м. Київ,14323764,ефірний час на телебаченні,400000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1211,2019-02-26,239,"ТОВ ""ТРК ""Україна""",м. Київ,05744121,ефірний час на телеканалі,1400000,юридична особа,оплата ефірного часу на телебаченні
Тарута Сергій Олексійович,Основа,223,1350,2019-02-26,242,"ТОВ ""КІТ МЕДІА""",м. Київ,41497858,Зовнішня реклама,1400000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,277,"ТОВ РГ ""Новини Вознесенська""",м. Вознесенськ,20907469,Друк у газеті,2250,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,266,"ПП ""Славінфо""",м. Краматорськ,37467314,Друк у газеті,2352,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,267,"ТОВ ""Редакція Покровської районної масової газети ""Маяк""","Донецька обл., м. Покровськ",02472236,"Друк у газеті ""Маяк""",2500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,282,"ТОВ ""Редакція газети ""Вісті Зміївщини""",м. Харків,02476586,Друк у газеті,2575,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,292,"ПП РГ ""Новий путь""",м. Лисичанськ,02476793,Друк у газеті,3000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,287,"ТОВ РГ ""Колос""",м. Черкаси,02476008,Друк у газеті,3500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,289,"ТОВ ""МЦ ""Чернігівські відомості""",м. Чернігів,14232122,Друк у газеті,3510,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,284,"ТОВ ""Обрії 1919""",м. Ізюм,02476600,"Друк у газеті ""Обрії Ізюмщини""",3800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,280,"ПП ""Зоря Полтавщини""",м. Полтава,02474794,Друк у газеті,3810,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,273,"ТОВ РГ""Знам’янські вісті""",м. Кропивницький,02473464,Друк у газеті,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,281,"ТОВ ""Торговий Дім Петро і Павел""",м. Суми,21111962,"Друк у газеті ""ДС-еспрес""",4293,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,294,"ТОВ РІ ""Агенство БЛІЦ""",м. Біла Церква,33143404,"Друк у газеті ""Наш городок""","4647,94",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,283,"Сумська громадсько-ділова газета ""Ваш шанс""","м. Суми, вул. Кооперативна, буд. 19",21120470,Друк у газеті,"5574,42",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,272,"ПП ""Рекламно-комерційне агентство ""Україна""","Кіровоградська обл., м. Олександрія, вул. 6-го Грудня, буд. 74",20640730,"Друк у газеті ""Олександрійський тиждень""",6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,275,"ТОВ ""ТРВ Компанія ""Новий день""",м. Кропивницький,13747864,"Друк у газеті ""Сільське життя """,6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,263,"ТОВ ""О.С.МЕДІА""",м. Камʼянське,38028677,"Друк у газеті ""Наш репортер""",6100,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,279,"ТОВ РГ""Вечерняя Одесса",м. Одеса,13912323,Друк у газеті,6400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,288,"ТОВ ""Агенство СОВА""",м. Черкаси,40915691,"Друк у газеті ""7 днів Черкаси""",6500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,248,"ПП РГ ""Николаевские новости""",м. Миколаїв,23088693,Друк у газеті,6900,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,268,"ТОВ РГ ""Житомирщина""",м. Житомир,02472499,Друк у газеті,7200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Тарута Сергій Олексійович,Основа,223,1220,2019-02-27,298,"РГ ""Вечерний Николаев""",м. Миколаїв,20882700,Друк у газеті,7380,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
